org_key,year,event_key,match_key,match_number,time,alliance,team_key,scouter,StartPos,autoTotalFuel,AutoSetOf5Fuel,qScoringAccuracyAuto,AutoClimb,SingleFuel,SetsOfFuel,qHPFeedingEff,qAllianceFeedingEff,qScoringAccuracyTele,DidClimb,endClimb,ClimbHeight,feedLocation,diedDuringMatch,MinorFoul,MajorFoul,didDefense,qDefenseQuality,qDriverSkill,otherNotes,AutoPoints,TeleopPoints,EndgamePoints,contributedPoints,FuelPoints,ClimbPoints,AutoMistake,FoulPoints,superNotes
frc245,2026,2026milak,2026milak_qm41,41,3/6/2026 9:56:00 PM,blue,frc5152,"Sunny","Human player side","10",,,"0","6","7",,,,"1","1","1","Does not matter","0",,,,"0","4","","10","41","10","61","51","10","0",,""
frc245,2026,2026milak,2026milak_qm41,41,3/6/2026 9:56:00 PM,blue,frc8041,"Noah","Human player side","0",,,"0","3","1",,,,"0","0","0","Alliance Side","0",,,,"0","2","","0","8","0","8","8","0","0",,""
frc245,2026,2026milak,2026milak_qm41,41,3/6/2026 9:56:00 PM,red,frc10473,"Jacob","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","They didn't do anything just drive around in the neutral zone","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,blue,frc11386,"Jacob","Human player side","5",,,"0","8","2",,,,"0","1","0","Neutral Zone","0",,,,"0","3","Not a bad team, could be a good 2nd pick","5","18","0","23","23","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,red,frc7658,"Claire","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,blue,frc9203,"Sky","Human player side","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,red,frc5676,"Pranav","Human player side","3",,,"0","1","9",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","3","46","0","49","49","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,blue,frc858,"Noah","Other side","0",,,"0","0","0",,,,"0","1","0","Neutral Zone","0",,,,"0","3","Fed fuel to HPs","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm42,42,3/6/2026 10:03:00 PM,red,frc9215,"Sunny","Middle","5",,,"0","4","6",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","5","34","0","39","39","0","0",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,red,frc3658,"Sunny","Human player side","0",,,"0","8","3",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","0","23","0","23","23","0","0",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,blue,frc11407,"Pranav","Middle","6",,,"0","2","3",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","6","17","0","23","23","0","0",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,blue,frc2959,"Jacob","Other side","5",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","Died immediately at start of match","5","0","0","5","5","0","1",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,red,frc5980,"Noah","Middle","0",,,"0","3","3",,,,"0","0","0","Does not matter","0",,,,"0","2","","0","18","0","18","18","0","0",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,blue,frc8397,"Claire","Human player side","5",,,"0","0","1",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","5","5","0","10","10","0","0",,""
frc245,2026,2026milak,2026milak_qm43,43,3/6/2026 10:10:00 PM,red,frc245,"Sky","Human player side","3",,,"0","14","0",,,,"0","0","0","Does not matter","0",,,,"1","4","","3","14","0","17","17","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,red,frc2767,"Noah","Other side","28",,,"0","0","22",,,,"0","0","0","Does not matter","0",,,,"0","5","","28","110","0","138","138","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,red,frc8126,"Sky","Human player side","0",,,"0","4","0",,,,"0","0","0","Does not matter","0",,,,"0","1","","0","4","0","4","4","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,blue,frc4327,"Pranav","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","Intake broke","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,blue,frc4453,"Claire","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,blue,frc9239,"Jacob","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm44,44,3/6/2026 10:17:00 PM,red,frc4237,"Sunny","Human player side","20",,,"0","0","16",,,,"0","0","0","Does not matter","0",,,,"0","5","","20","80","0","100","100","0","0",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,red,frc7256,"Matina","Other side","2",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","","2","0","0","2","2","0","1",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,blue,frc5675,"Noah","Other side","15",,,"0","0","13",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","15","65","0","80","80","0","0",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,red,frc5623,"Anu","Human player side","6",,,"0","14","2",,,,"0","0","0","Does not matter","0",,,,"1","3","Was pretty accurate when scoring, however a bit slow when shooting ","6","24","0","30","30","0","0",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,blue,frc6002,"Sanika","Human player side","35",,,"0","3","30",,,,"0","0","0","Alliance Side","0",,,,"0","5","","35","153","0","188","188","0","0",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,blue,frc8041,"Jacob","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Ran around the middle being genuinely ineffective and a hindrance to both teams equally instead of playing defense","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm45,45,3/6/2026 10:24:00 PM,red,frc7226,"Sunny","Other side","7",,,"0","2","3",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","7","17","0","24","24","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,red,frc8608,"Sanika","Human player side","8",,,"0","4","22",,,,"0","0","0","Alliance Side","0",,,,"0","5","","8","114","0","122","122","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,blue,frc9703,"Noah","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,blue,frc9203,"Jacob","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"4","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,red,frc1188,"Matina","Other side","10",,,"0","3","2",,,,"0","0","0","Does not matter","0",,,,"2","3","","10","13","0","23","23","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,blue,frc5676,"Anu","Middle","0",,,"0","28","0",,,,"0","0","0","Neutral Zone","0",,,,"1","4","Pretty accurate with scoring, a bit closer than other teams but very accurate ","0","28","0","28","28","0","0",,""
frc245,2026,2026milak,2026milak_qm46,46,3/6/2026 10:31:00 PM,red,frc9215,"Sunny","Middle","0",,,"0","11","2",,,,"0","0","0","Does not matter","0",,,,"0","3","","0","21","0","21","21","0","0",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,blue,frc10473,"Jacob","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"2","1","Robot wasn't running well, potentially low battery? Fed to human player","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,red,frc3875,"Matina","Other side","5",,,"0","5","1",,,,"0","0","0","Does not matter","0",,,,"0","3","","5","10","0","15","15","0","0",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,red,frc5980,"Anu","Middle","1",,,"0","20","0",,,,"0","0","0","Does not matter","0",,,,"0","1","","1","20","0","21","21","0","0",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,blue,frc858,"Sanika","Other side","0",,,"0","4","11",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","0","59","0","59","59","0","0",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,red,frc11407,"Noah","Human player side","5",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"0","2","","5","0","0","5","5","0","1",,""
frc245,2026,2026milak,2026milak_qm47,47,3/6/2026 10:38:00 PM,blue,frc10651,"Sunny","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,red,frc11386,"Sanika","Other side","4",,,"0","2","2",,,,"1","1","1","Does not matter","0",,,,"0","4","","4","12","10","26","16","10","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,blue,frc8126,"Sunny","Other side","0",,,"0","20","4",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","0","40","0","40","40","0","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,blue,frc9239,"Matina","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"2","3","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,blue,frc9638,"Anu","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","They didn’t score; only human player scored during auton","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,red,frc5559,"Noah","Middle","6",,,"0","2","7",,,,"0","0","0","Neutral Zone","0",,,,"0","2","Bumped into alliance partner at the end - resulted in a failed climb","6","37","0","43","43","0","0",,""
frc245,2026,2026milak,2026milak_qm48,48,3/6/2026 10:45:00 PM,red,frc2959,"Jacob","Human player side","0",,,"0","11","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Seems like they could be a decent team if their bot works, just inconsistent ","0","11","0","11","11","0","0",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,blue,frc4327,"Sanika","Human player side","4",,,"0","1","1",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","4","6","0","10","10","0","0",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,blue,frc2767,"Sunny","Other side","33",,,"0","6","18",,,,"0","0","0","Neutral Zone","0",,,,"0","5","","33","96","0","129","129","0","0",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,red,frc7256,"Matina","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,red,frc5610,"Noah","Middle","1",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","1","0","0","1","1","0","1",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,red,frc7658,"Anu","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","1","Tried playing defense, went to blue alliance side but got stuck ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm49,49,3/6/2026 10:52:00 PM,blue,frc9672,"Jacob","Middle","2",,,"0","6","1",,,,"0","0","0","Neutral Zone","0",,,,"4","2","When they shoot it has a 50/50 chance of going in","2","11","0","13","13","0","0",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,red,frc3658,"Sky","Middle","1",,,"0","3","4",,,,"0","0","0","Neutral Zone","1",,,,"0","1","hopper shattered upon collision with trench","1","23","0","24","24","0","0",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,blue,frc245,"Claire","Middle","1",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"2","5","","1","0","0","1","1","0","1",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,blue,frc4453,"Matina","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,red,frc9566,"Sanika","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"4","3","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,blue,frc5248,"Pranav","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","Just defended.","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm50,50,3/6/2026 10:59:00 PM,red,frc4237,"Anu","Other side","0",,,"0","56","11",,,,"0","0","0","Does not matter","0",,,,"1","4","They were very accurate with their shooting","0","111","0","111","111","0","0",,""
frc245,2026,2026milak,2026milak_qm51,51,3/6/2026 11:06:00 PM,red,frc8608,"Sanika","Human player side","10",,,"0","0","35",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","10","175","0","185","185","0","0",,""
frc245,2026,2026milak,2026milak_qm51,51,3/6/2026 11:06:00 PM,blue,frc9703,"Sky","Human player side","0",,,"0","7","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","","0","7","0","7","7","0","0",,""
frc245,2026,2026milak,2026milak_qm51,51,3/6/2026 11:06:00 PM,red,frc5675,"Matina","Human player side","11",,,"0","6","13",,,,"0","0","0","Neutral Zone","0",,,,"0","5","","11","71","0","82","82","0","0",,""
frc245,2026,2026milak,2026milak_qm51,51,3/6/2026 11:06:00 PM,blue,frc7911,"Anu","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Just drove around ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm51,51,3/6/2026 11:06:00 PM,blue,frc5152,"Claire","Other side","4",,,"0","17","3",,,,"0","1","0","Neutral Zone","0",,,,"0","4","","4","32","0","36","36","0","0",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,red,frc9638,"Anu","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Almost tipped over, also they loaded fuel but didn’t shoot it","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,blue,frc6002,"Matina","Human player side","25",,,"0","3","20",,,,"0","0","0","Neutral Zone","0",,,,"0","5","","25","103","0","128","128","0","0",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,red,frc5559,"Sky","Middle","4",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"3","3","","4","0","0","4","4","0","1",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,blue,frc9239,"Claire","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,red,frc858,"Sanika","Other side","0",,,"0","4","12",,,,"0","0","0","Alliance Side","0",,,,"0","4","","0","64","0","64","64","0","0",,""
frc245,2026,2026milak,2026milak_qm52,52,3/6/2026 11:13:00 PM,blue,frc1188,"Jacob","Human player side","3",,,"0","10","10",,,,"0","0","0","Alliance Side","0",,,,"0","5","","3","60","0","63","63","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,red,frc9203,"Pranav","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","They died 😔","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,red,frc10473,"Anu","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Didn’t shoot or load","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,blue,frc7658,"Sanika","Other side","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"1","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,blue,frc11386,"Sky","Middle","6",,,"0","8","0",,,,"0","1","0","Does not matter","0",,,,"0","1","","6","8","0","14","14","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,blue,frc3875,"Claire","Human player side","5",,,"0","6","10",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","5","56","0","61","61","0","0",,""
frc245,2026,2026milak,2026milak_qm53,53,3/6/2026 11:20:00 PM,red,frc7256,"Matina","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm55,55,3/7/2026 2:30:00 PM,blue,frc11407,"Dev","Middle","7",,,"0","20","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","They didn’t score much and when they did most of the fuel missed. ","7","20","0","27","27","0","0",,""
frc245,2026,2026milak,2026milak_qm56,56,3/7/2026 2:37:00 PM,red,frc7226,"Matina","Middle","0",,,"0","0","3",,,,"0","0","0","Alliance Side","1",,,,"0","1","","0","15","0","15","15","0","0",,""
frc245,2026,2026milak,2026milak_qm56,56,3/7/2026 2:37:00 PM,blue,frc9215,"Adhishree","Middle","0",,,"0","20","0",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","0","20","0","20","20","0","0",,""
frc245,2026,2026milak,2026milak_qm56,56,3/7/2026 2:37:00 PM,blue,frc9566,"Dev","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"4","2","They played defense well and took out an opposing robot by breaking their intake. ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm56,56,3/7/2026 2:37:00 PM,red,frc8397,"Shriya","Human player side","7",,,"0","0","0",,,,"1","0","1","Neutral Zone","0",,,,"0","3","Someone broke their robot in the beginning, and were not able to shoot. They brought fuel to human players though","7","0","10","17","7","10","1",,""
frc245,2026,2026milak,2026milak_qm57,57,3/7/2026 2:44:00 PM,blue,frc5980,"Tanvi","Other side","5",,,"0","16","0",,,,"0","0","0","Alliance Side","0",,,,"1","3","","5","16","0","21","21","0","0",,""
frc245,2026,2026milak,2026milak_qm57,57,3/7/2026 2:44:00 PM,red,frc7911,"Dev","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","2","They didn’t shoot or play defense they just passed to human player. ","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm57,57,3/7/2026 2:44:00 PM,blue,frc4237,"Adhishree","Other side","15",,,"0","10","3",,,,"0","0","0","Neutral Zone","0",,,,"1","4","","15","25","0","40","40","0","0",,""
frc245,2026,2026milak,2026milak_qm57,57,3/7/2026 2:44:00 PM,red,frc5610,"Matina","Middle","4",,,"0","1","0",,,,"0","0","0","Alliance Side","0",,,,"0","2","","4","1","0","5","5","0","1",,""
frc245,2026,2026milak,2026milak_qm57,57,3/7/2026 2:44:00 PM,red,frc4453,"Shriya","Other side","8",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"2","1","Just played defense","8","0","0","8","8","0","1",,""
frc245,2026,2026milak,2026milak_qm58,58,3/7/2026 2:51:00 PM,red,frc3875,"Tanvi","Human player side","9",,,"0","1","7",,,,"0","0","0","Alliance Side","0",,,,"1","2","","9","36","0","45","45","0","0",,""
frc245,2026,2026milak,2026milak_qm58,58,3/7/2026 2:51:00 PM,blue,frc7256,"Adhishree","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Could not pick up ball at all, only moved them to their side","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm58,58,3/7/2026 2:51:00 PM,red,frc1188,"Shriya","Other side","0",,,"0","4","15",,,,"0","0","0","Neutral Zone","0",,,,"2","4","Carried red","0","79","0","79","79","0","0",,""
frc245,2026,2026milak,2026milak_qm58,58,3/7/2026 2:51:00 PM,blue,frc5676,"Dev","Middle","6",,,"0","0","14",,,,"0","0","0","Neutral Zone","0",,,,"0","4","They are a very strong team. They can score accurately and quickly. The drivers are also good. ","6","70","0","76","76","0","0",,""
frc245,2026,2026milak,2026milak_qm58,58,3/7/2026 2:51:00 PM,red,frc9703,"Matina","Middle","3",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","1","","3","0","0","3","3","0","1",,""
frc245,2026,2026milak,2026milak_qm59,59,3/7/2026 2:58:00 PM,red,frc2767,"Adhishree","Human player side","15",,,"0","58","20",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","15","158","0","173","173","0","0",,""
frc245,2026,2026milak,2026milak_qm59,59,3/7/2026 2:58:00 PM,red,frc9638,"Shriya","Middle","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"2","1","Just drove around","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm59,59,3/7/2026 2:58:00 PM,blue,frc11407,"Dev","Other side","3",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","They didn’t score or play defense just drove around ","3","0","0","3","3","0","1",,""
frc245,2026,2026milak,2026milak_qm59,59,3/7/2026 2:58:00 PM,red,frc9203,"Matina","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"2","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm59,59,3/7/2026 2:58:00 PM,blue,frc8608,"Tanvi","Human player side","0",,,"0","4","6",,,,"0","0","0","Neutral Zone","0",,,,"1","3","They kept trying to shoot from the neutral side and qhen they were there they missed the aim pretty badly, but when on the alliance side they have decent accuracy. They dont move around too much either other than to get their fuel, but dont adjust their robot to their aim as much.","0","34","0","34","34","0","0",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,blue,frc5559,"Sunny","Middle","5",,,"0","7","2",,,,"0","0","0","Neutral Zone","0",,,,"0","4","","5","17","0","22","22","0","0",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,red,frc11386,"Sky","Middle","8",,,"0","0","5",,,,"0","1","0","Neutral Zone","0",,,,"0","3","","8","25","0","33","33","0","0",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,red,frc4327,"Sanika","Human player side","12",,,"0","1","2",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","12","11","0","23","23","0","1",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,red,frc10651,"Claire","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,blue,frc5675,"Noah","Other side","17",,,"0","1","5",,,,"0","0","0","Does not matter","0",,,,"0","4","","17","26","0","43","43","0","0",,""
frc245,2026,2026milak,2026milak_qm60,60,3/7/2026 3:05:00 PM,blue,frc245,"Pranav","Human player side","8",,,"0","0","10",,,,"0","0","0","Neutral Zone","0",,,,"0","3","Missed a lot because of auto aim","8","50","0","58","58","0","0",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,red,frc7226,"Sunny","Human player side","0",,,"0","4","2",,,,"0","0","0","Does not matter","0",,,,"0","4","","0","14","0","14","14","0","0",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,blue,frc5610,"Noah","Middle","3",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","2","Robot turned off and then became operational again at the end. Fed fuel to HPs.","3","0","0","3","3","0","1",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,red,frc7911,"Pranav","Other side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","1","Shooter not working, easily got stuck on top of a ball, even when not working, they didn't feed human players or defend.","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,blue,frc3658,"Sanika","Human player side","0",,,"0","2","1",,,,"0","0","0","Neutral Zone","1",,,,"0","3","Bot broke down towards the end. ","0","7","0","7","7","0","0",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,blue,frc8126,"Claire","Human player side","0",,,"0","10","8",,,,"0","0","0","Alliance Side","0",,,,"0","3","","0","50","0","50","50","0","0",,""
frc245,2026,2026milak,2026milak_qm61,61,3/7/2026 3:12:00 PM,red,frc8041,"Sky","Middle","2",,,"0","8","0",,,,"0","0","0","Neutral Zone","0",,,,"0","3","","2","8","0","10","10","0","0",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,red,frc9566,"Claire","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,red,frc8397,"Pranav","Other side","0",,,"0","1","1",,,,"0","0","0","Neutral Zone","0",,,,"0","1","Lost all their fuel in auton, not by shooting, intake is not efficient, and they couldn't shoot at all","0","6","0","6","6","0","0",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,red,frc5248,"Sanika","Middle","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","1",,,,"0","1","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,blue,frc7658,"Sunny","Human player side","0",,,"0","0","0",,,,"0","0","0","Neutral Zone","0",,,,"1","2","","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,blue,frc10473,"Sky","Middle","7",,,"0","0","0",,,,"0","0","0","Alliance Side","0",,,,"3","2","shooter works in auton, not in tele","7","0","0","7","7","0","1",,""
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,blue,frc4453,"Noah","Other side","0",,,"0","0","0",,,,"0","0","0","Does not matter","0",,,,"3","2","No functional intake; tall and has trouble going over the bump; played defense in last 30 seconds;","0","0","0","0","0","0","0",,""
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,blue,frc5152,"Sky","Other side","19",,,"1","7","2",,,,"1","0","1","Neutral Zone","1",,,,"0","3","died early on after colliding with opposite hub, resurrected right before endgame","34","17","10","61","36","25","1",,""
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,red,frc5980,"Noah","Middle","10",,,"0","3","6",,,,"0","0","0","Does not matter","0",,,,"0","3","","10","33","0","43","43","0","0",,""
